209.920	521.850
210.050	524.407
210.180	525.570
210.310	526.159
210.430	524.789
210.560	528.963
210.690	529.035
210.820	528.383
210.950	527.830
211.080	528.345
211.210	529.896
211.340	527.163
211.470	526.465
211.600	528.018
211.730	528.572
211.860	527.492
211.990	527.237
212.120	527.580
212.250	527.791
212.380	526.397
212.510	526.227
212.640	529.203
212.770	528.927
212.890	528.113
213.020	528.224
213.150	528.918
213.280	529.580
213.410	524.842
213.540	525.125
213.670	526.935
213.800	527.500
213.930	525.889
214.060	525.817
214.190	527.533
214.320	527.816
214.450	526.041
214.580	525.045
214.710	528.423
214.840	527.996
214.970	528.138
215.100	526.986
215.230	527.344
215.360	527.653
215.490	524.865
215.620	524.353
215.750	525.873
215.880	527.017
216.010	526.687
216.140	527.063
216.270	527.836
216.400	527.462
216.530	525.515
216.660	524.424
216.790	526.509
216.920	525.613
217.050	524.257
217.180	524.702
217.310	525.055
217.440	525.949
217.570	523.316
217.700	523.253
217.820	524.325
217.950	524.000
218.080	523.522
218.210	522.783
218.340	522.371
218.470	522.636
218.600	521.283
218.730	520.318
218.860	522.126
218.990	522.076
219.120	522.776
219.250	522.307
219.380	523.037
219.510	524.057
219.640	522.450
219.770	522.848
219.900	524.445
220.030	524.676
220.160	524.607
220.290	524.612
220.420	524.199
220.550	523.604
220.680	521.427
220.810	521.559
220.940	524.436
221.070	524.593
221.200	524.529
221.340	525.295
221.470	526.337
221.600	526.745
221.730	523.782
221.860	524.581
221.990	526.576
222.120	526.147
222.250	525.285
222.380	524.270
222.510	523.724
222.640	522.473
222.770	520.309
222.900	521.369
223.030	523.804
223.160	525.298
223.290	526.087
223.420	526.588
223.550	527.586
223.680	526.288
223.810	523.504
223.940	521.896
224.070	522.478
224.200	521.496
224.330	520.160
224.460	519.885
224.590	518.938
224.720	519.723
224.850	518.246
224.980	519.232
225.110	521.838
225.240	523.016
225.370	524.387
225.500	524.420
225.630	524.418
225.760	524.416
225.890	522.078
226.020	520.202
226.150	520.221
226.290	519.449
226.420	519.997
226.550	520.259
226.680	520.657
226.810	521.526
226.940	520.935
227.070	521.679
227.200	524.169
227.330	523.497
227.460	523.228
227.590	522.628
227.720	523.427
227.850	523.723
227.980	521.582
228.110	521.944
228.240	524.246
228.370	524.829
228.500	524.748
228.630	524.868
228.770	524.858
228.900	524.523
229.030	522.439
229.160	522.676
229.290	524.697
229.420	523.963
229.550	523.382
229.680	524.087
229.810	525.446
229.940	525.134
230.070	523.456
230.200	524.055
230.330	526.680
230.460	526.170
230.590	524.399
230.720	525.805
230.860	525.174
230.990	525.466
231.120	524.001
231.250	523.550
231.380	525.554
231.510	523.813
231.640	524.108
231.770	522.602
231.900	522.421
232.030	522.709
232.160	522.232
232.290	523.197
232.420	524.169
232.560	524.939
232.690	524.977
232.820	524.310
232.950	523.218
233.080	522.683
233.210	521.566
233.340	521.769
233.470	523.786
233.600	524.538
233.730	524.386
233.860	524.931
234.000	525.355
234.130	526.263
234.260	523.898
234.390	523.876
234.520	524.657
234.650	524.414
234.780	523.928
234.910	522.988
235.040	523.587
235.170	523.679
235.300	523.272
235.440	523.478
235.570	526.300
235.700	526.447
235.830	526.071
235.960	525.906
236.090	526.500
236.220	526.339
236.350	522.933
236.480	522.741
236.620	524.556
236.750	524.315
236.880	523.817
237.010	523.869
237.140	524.818
237.270	525.289
237.400	523.001
237.530	523.718
237.660	526.499
237.800	526.175
237.930	525.835
238.060	525.839
238.190	526.924
238.320	527.061
238.450	524.821
238.580	525.235
238.710	526.435
238.840	526.198
238.980	524.532
239.110	523.729
239.240	523.175
239.370	523.397
239.500	521.966
239.630	521.527
239.760	524.327
239.890	524.408
240.030	524.093
240.160	523.384
240.290	523.822
240.420	523.739
240.550	522.086
240.680	523.139
240.810	525.006
240.950	524.954
241.080	524.439
241.210	524.993
241.340	524.757
241.470	523.895
241.600	521.767
241.730	521.114
241.870	523.802
242.000	523.321
242.130	522.355
242.260	522.551
242.390	522.304
242.520	523.412
242.650	520.568
242.790	520.935
242.920	522.152
243.050	522.506
243.180	523.134
243.310	523.900
243.440	524.957
243.570	524.550
243.710	523.350
243.840	524.135
243.970	527.072
244.100	526.660
244.230	526.452
244.360	526.597
244.500	528.047
244.630	527.384
244.760	524.276
244.890	523.696
245.020	525.418
245.150	525.820
245.280	525.781
245.420	526.090
245.550	526.982
245.680	528.199
245.810	525.625
245.940	526.198
246.070	529.145
246.210	528.223
246.340	527.135
246.470	526.439
246.600	527.831
246.730	527.879
246.860	525.155
247.000	526.031
247.130	527.930
247.260	528.093
247.390	527.526
247.520	526.421
247.660	525.846
247.790	525.483
247.920	523.815
248.050	523.345
248.180	524.846
248.310	523.949
248.450	523.867
248.580	523.648
248.710	523.441
248.840	523.405
248.970	521.528
249.110	522.390
249.240	524.546
249.370	523.719
249.500	523.753
249.630	523.958
249.770	523.670
249.900	523.386
250.030	520.335
250.160	521.246
250.290	523.272
250.420	522.019
250.560	522.596
250.690	524.179
250.820	525.919
250.950	525.662
251.080	523.780
251.220	525.076
251.350	526.220
251.480	525.278
251.610	524.074
251.740	523.730
251.880	524.634
252.010	524.312
252.140	523.339
252.270	522.772
252.400	525.072
252.540	524.921
252.670	523.174
252.800	523.343
252.930	522.935
253.070	523.759
253.200	521.757
253.330	522.397
253.460	524.726
253.590	524.879
253.730	525.274
253.860	525.067
253.990	526.113
254.120	525.878
254.250	524.892
254.390	524.620
254.520	526.916
254.650	527.420
254.780	526.430
254.920	527.571
255.050	528.369
255.180	528.255
255.310	525.313
255.440	524.303
255.580	526.010
255.710	525.777
255.840	524.596
255.970	524.564
256.110	525.786
256.240	526.367
256.370	524.599
256.500	524.083
256.640	526.318
256.770	526.587
256.900	525.387
257.030	524.561
257.170	525.840
257.300	525.927
257.430	524.164
257.560	524.053
257.690	526.095
257.830	527.434
257.960	526.297
258.090	526.504
258.220	526.944
258.360	527.534
258.490	526.301
258.620	526.289
258.750	528.534
258.890	528.246
259.020	527.873
259.150	527.458
259.280	527.291
259.420	527.327
259.550	524.718
259.680	525.779
259.810	527.152
259.950	526.833
260.080	526.701
260.210	526.644
260.340	526.610
260.480	526.285
260.610	525.616
260.740	525.960
260.870	528.874
261.010	527.986
261.140	529.620
261.270	530.123
261.410	530.888
261.540	531.426
261.670	528.995
261.800	530.677
261.940	533.283
262.070	532.452
262.200	531.030
262.330	531.849
262.470	533.026
262.600	532.285
262.730	528.540
262.860	528.876
263.000	531.116
263.130	529.759
263.260	526.907
263.400	527.009
263.530	527.506
263.660	527.227
263.790	525.219
263.930	525.133
